       Step     Time          Energy         fmax
GPMin:    4 16:18:38       -4.462583        0.1739
GPMin:    5 16:18:43       -4.539263        0.2062
GPMin:    6 16:18:49       -4.628359        0.2282
GPMin:    7 16:18:54       -4.711636        0.2091
GPMin:    8 16:18:59       -4.779032        0.1469
GPMin:    9 16:19:04       -4.806926        0.0710
GPMin:   10 16:19:09       -4.814024        0.0683
GPMin:   11 16:19:14       -4.827487        0.0627
GPMin:   12 16:19:19       -4.844198        0.0738
GPMin:   13 16:19:24       -4.861981        0.0715
GPMin:   14 16:19:29       -4.876948        0.0451
GPMin:   15 16:19:34       -4.884505        0.0330
GPMin:   16 16:19:39       -4.886530        0.0263
GPMin:   17 16:19:43       -4.887826        0.0223
GPMin:   18 16:19:48       -4.888937        0.0199
       Step     Time          Energy         fmax
GPMin:    0 16:19:57       -4.087186        0.3439
GPMin:    1 16:20:03       -4.313719        0.2908
GPMin:    2 16:20:09       -4.469487        0.2450
GPMin:    3 16:20:15       -4.597249        0.2339
GPMin:    4 16:20:20       -4.697746        0.2120
GPMin:    5 16:20:26       -4.780727        0.1926
GPMin:    6 16:20:31       -4.841393        0.1464
GPMin:    7 16:20:37       -4.878103        0.0800
GPMin:    8 16:20:41       -4.885896        0.0753
GPMin:    9 16:20:46       -4.895871        0.0698
GPMin:   10 16:20:51       -4.906635        0.0482
GPMin:   11 16:20:55       -4.914163        0.0475
GPMin:   12 16:21:00       -4.920994        0.0349
GPMin:   13 16:21:04       -4.925320        0.0406
GPMin:   14 16:21:09       -4.929722        0.0206
GPMin:   15 16:21:13       -4.931087        0.0142
       Step     Time          Energy         fmax
GPMin:    0 16:21:23       -4.147923        0.7310
GPMin:    1 16:21:29       -4.339554        0.2436
GPMin:    2 16:21:36       -4.407546        0.1298
GPMin:    3 16:21:41       -4.433526        0.0898
GPMin:    4 16:21:46       -4.452644        0.0785
GPMin:    5 16:21:51       -4.470324        0.0756
GPMin:    6 16:21:56       -4.490182        0.0911
GPMin:    7 16:22:01       -4.497664        0.0960
GPMin:    8 16:22:08       -4.542885        0.0865
GPMin:    9 16:22:13       -4.560784        0.1104
GPMin:   10 16:22:18       -4.580028        0.1282
GPMin:   11 16:22:24       -4.614538        0.1708
GPMin:   12 16:22:30       -4.673840        0.2096
GPMin:   13 16:22:35       -4.736218        0.1865
GPMin:   14 16:22:40       -4.781229        0.1302
GPMin:   15 16:22:46       -4.815457        0.0955
GPMin:   16 16:22:51       -4.845692        0.0845
GPMin:   17 16:22:56       -4.863775        0.0629
GPMin:   18 16:23:00       -4.871198        0.0475
GPMin:   19 16:23:05       -4.877187        0.0432
GPMin:   20 16:23:09       -4.882830        0.0330
GPMin:   21 16:23:13       -4.887126        0.0202
GPMin:   22 16:23:17       -4.888644        0.0174
       Step     Time          Energy         fmax
GPMin:    0 16:23:27       -3.635471        0.2921
GPMin:    1 16:23:35       -3.826193        0.3210
GPMin:    2 16:23:42       -3.949130        0.2723
GPMin:    3 16:23:49       -4.020428        0.1724
GPMin:    4 16:23:54       -4.056009        0.1233
GPMin:    5 16:23:59       -4.071543        0.1250
GPMin:    6 16:24:03       -4.095882        0.1270
GPMin:    7 16:24:08       -4.123104        0.1190
GPMin:    8 16:24:12       -4.148288        0.1159
GPMin:    9 16:24:18       -4.182402        0.1076
GPMin:   10 16:24:23       -4.208990        0.1071
GPMin:   11 16:24:28       -4.224399        0.1060
GPMin:   12 16:24:33       -4.234624        0.0632
GPMin:   13 16:24:38       -4.239643        0.0472
GPMin:   14 16:24:43       -4.247622        0.0475
GPMin:   15 16:24:48       -4.256437        0.0411
GPMin:   16 16:24:52       -4.265055        0.0467
GPMin:   17 16:24:56       -4.272357        0.0489
GPMin:   18 16:25:01       -4.282862        0.0472
GPMin:   19 16:25:05       -4.288996        0.0488
GPMin:   20 16:25:10       -4.306866        0.0929
GPMin:   21 16:25:14       -4.317338        0.0794
GPMin:   22 16:25:19       -4.336983        0.0794
