      Step     Time          Energy         fmax
BFGS:   37 10:21:35       -4.886075        0.1675
BFGS:   38 10:21:35       -4.888972        0.1731
BFGS:   39 10:21:35       -4.891107        0.1469
BFGS:   40 10:21:35       -4.893167        0.1181
BFGS:   41 10:21:35       -4.894733        0.1265
BFGS:   42 10:21:35       -4.896257        0.1231
BFGS:   43 10:21:35       -4.897918        0.1194
BFGS:   44 10:21:35       -4.900866        0.1653
BFGS:   45 10:21:35       -4.907352        0.2066
BFGS:   46 10:21:35       -4.932575        0.3972
BFGS:   47 10:21:35       -5.013883        0.4899
BFGS:   48 10:21:35       -5.167480        0.5541
BFGS:   49 10:21:35       -5.381673        0.7055
BFGS:   50 10:21:35       -5.596098        0.6335
BFGS:   51 10:21:35       -5.538218        2.4994
BFGS:   52 10:21:35       -5.672945        0.5433
BFGS:   53 10:21:35       -5.703074        0.5394
BFGS:   54 10:21:35       -5.740472        0.9343
BFGS:   55 10:21:35       -5.784574        0.8082
BFGS:   56 10:21:35       -5.841342        0.6217
BFGS:   57 10:21:35       -5.912098        0.4559
BFGS:   58 10:21:35       -5.939966        0.4136
BFGS:   59 10:21:35       -5.955255        0.3615
BFGS:   60 10:21:35       -5.966722        0.2788
BFGS:   61 10:21:35       -5.971363        0.2433
BFGS:   62 10:21:35       -5.985018        0.2479
BFGS:   63 10:21:35       -5.991621        0.2044
BFGS:   64 10:21:35       -5.995330        0.1834
BFGS:   65 10:21:35       -5.997194        0.1517
BFGS:   66 10:21:35       -5.998866        0.1286
BFGS:   67 10:21:35       -6.001308        0.1169
BFGS:   68 10:21:35       -6.004816        0.1268
BFGS:   69 10:21:35       -6.009212        0.2054
BFGS:   70 10:21:35       -6.015616        0.2764
BFGS:   71 10:21:35       -6.029399        0.3704
BFGS:   72 10:21:35       -6.079087        0.5102
BFGS:   73 10:21:35       -6.198527        0.5893
BFGS:   74 10:21:35       -6.190067        1.5271
BFGS:   75 10:21:35       -6.292882        0.4725
BFGS:   76 10:21:35       -6.330849        0.4647
BFGS:   77 10:21:35       -6.399903        0.7554
BFGS:   78 10:21:35       -6.434783        0.5399
BFGS:   79 10:21:35       -6.512612        0.8683
BFGS:   80 10:21:35       -6.607328        0.8824
BFGS:   81 10:21:35       -6.655472        0.5873
BFGS:   82 10:21:35       -6.698349        0.6429
BFGS:   83 10:21:35       -6.740502        0.4661
BFGS:   84 10:21:35       -6.763219        0.4450
BFGS:   85 10:21:35       -6.770611        0.4424
BFGS:   86 10:21:35       -6.784566        0.2276
BFGS:   87 10:21:35       -6.789376        0.2000
BFGS:   88 10:21:35       -6.793102        0.1949
BFGS:   89 10:21:35       -6.799761        0.2075
BFGS:   90 10:21:35       -6.806241        0.2293
BFGS:   91 10:21:35       -6.820875        0.3292
BFGS:   92 10:21:35       -6.861564        0.5797
BFGS:   93 10:21:35       -6.891493        0.7735
BFGS:   94 10:21:35       -6.935588        0.7692
BFGS:   95 10:21:35       -7.028846        1.1274
BFGS:   96 10:21:35       -7.089483        0.6014
BFGS:   97 10:21:35       -7.105934        0.3292
BFGS:   98 10:21:35       -7.126450        0.1417
BFGS:   99 10:21:35       -7.128699        0.0912
BFGS:  100 10:21:35       -7.129249        0.0483
      Step     Time          Energy         fmax
BFGS:    0 10:21:35       15.674218       38.4230
BFGS:    1 10:21:35        0.786799       13.1403
BFGS:    2 10:21:35       -2.172907        7.2841
BFGS:    3 10:21:35       -3.771239        2.8148
BFGS:    4 10:21:35       -4.270871        1.2087
BFGS:    5 10:21:35       -4.453849        0.5073
BFGS:    6 10:21:35       -4.496981        0.5215
BFGS:    7 10:21:35       -4.513068        0.5372
BFGS:    8 10:21:35       -4.531806        0.5245
BFGS:    9 10:21:35       -4.560449        0.3777
BFGS:   10 10:21:35       -4.584662        0.4144
BFGS:   11 10:21:35       -4.615912        0.4652
BFGS:   12 10:21:35       -4.626890        0.3171
BFGS:   13 10:21:35       -4.634055        0.3155
BFGS:   14 10:21:35       -4.730243        0.8113
BFGS:   15 10:21:35       -4.761378        0.7422
BFGS:   16 10:21:35       -4.861613        0.8916
BFGS:   17 10:21:35       -4.875201        1.0190
BFGS:   18 10:21:35       -4.923988        0.9653
BFGS:   19 10:21:35       -4.949523        0.9765
BFGS:   20 10:21:35       -4.995884        1.3700
BFGS:   21 10:21:35       -5.126515        0.8772
BFGS:   22 10:21:35       -5.205899        0.6456
BFGS:   23 10:21:35       -5.245640        0.6547
BFGS:   24 10:21:35       -5.273412        0.5372
BFGS:   25 10:21:35       -5.294494        0.5211
BFGS:   26 10:21:35       -5.330321        0.7090
BFGS:   27 10:21:35       -5.420222        1.0377
BFGS:   28 10:21:35       -5.504305        1.3846
BFGS:   29 10:21:35       -5.637829        1.6367
BFGS:   30 10:21:35       -5.698533        0.9688
BFGS:   31 10:21:35       -5.775474        0.7647
BFGS:   32 10:21:35       -5.914474        0.9056
BFGS:   33 10:21:35       -5.940832        0.6766
BFGS:   34 10:21:35       -5.980384        0.4322
BFGS:   35 10:21:35       -5.999572        0.4739
BFGS:   36 10:21:35       -6.018733        0.5048
BFGS:   37 10:21:35       -6.038834        0.4792
BFGS:   38 10:21:35       -6.067195        0.5957
BFGS:   39 10:21:35       -6.084675        0.5449
BFGS:   40 10:21:35       -6.098900        0.4490
BFGS:   41 10:21:35       -6.120753        0.3922
BFGS:   42 10:21:35       -6.161397        0.4930
BFGS:   43 10:21:35       -6.221764        0.8772
BFGS:   44 10:21:35       -6.259362        0.7602
BFGS:   45 10:21:35       -6.320705        1.2643
BFGS:   46 10:21:35       -6.345499        0.7354
BFGS:   47 10:21:35       -6.393979        0.4613
BFGS:   48 10:21:35       -6.439362        0.4735
BFGS:   49 10:21:35       -6.491890        0.9918
BFGS:   50 10:21:35       -6.555212        0.9517
BFGS:   51 10:21:35       -6.640762        1.1390
BFGS:   52 10:21:35       -6.723842        0.9228
BFGS:   53 10:21:35       -6.805894        0.7078
BFGS:   54 10:21:35       -6.873873        0.8530
BFGS:   55 10:21:35       -6.942592        0.6931
BFGS:   56 10:21:35       -6.987623        0.5762
BFGS:   57 10:21:35       -7.031637        0.4860
BFGS:   58 10:21:35       -7.067242        0.3605
BFGS:   59 10:21:35       -7.087403        0.4519
BFGS:   60 10:21:35       -7.096796        0.3564
BFGS:   61 10:21:35       -7.104804        0.3024
BFGS:   62 10:21:35       -7.110734        0.2195
BFGS:   63 10:21:35       -7.115579        0.1274
BFGS:   64 10:21:35       -7.118165        0.1052
BFGS:   65 10:21:35       -7.120094        0.0948
BFGS:   66 10:21:35       -7.121001        0.1058
